cv_valid_train_sample_191929-v1_cv_valid_train_sample_191929;cv_valid_train_sample_191929-v1;cv_valid_train_sample_191929;HE SHOULD RESPECT TRADITION;he should respect tradition;2
cv_valid_train_sample_191930-v1_cv_valid_train_sample_191930;cv_valid_train_sample_191930-v1;cv_valid_train_sample_191930;HE SAT LOOKING AT THE SKY FOR A LONG TIME;he sat looking at the sky for a long time;2
cv_valid_train_sample_191931-v1_cv_valid_train_sample_191931;cv_valid_train_sample_191931-v1;cv_valid_train_sample_191931;A BOY CAME RUNNING TOWARDS ME;a boy came running towards me;2
cv_valid_train_sample_191932-v1_cv_valid_train_sample_191932;cv_valid_train_sample_191932-v1;cv_valid_train_sample_191932;THERE ARE POWERFUL FORCES ON BOTH SIDES AND THE WAR IS IMPORTANT TO BOTH ARMIES;there are powerful forces on both sides and the war is important to both armies;2
cv_valid_train_sample_191933-v1_cv_valid_train_sample_191933;cv_valid_train_sample_191933-v1;cv_valid_train_sample_191933;FROM THAT DAY ON IT WAS THE DESERT THAT WOULD BE IMPORTANT;from that day on it was the desert that would be important;2
cv_valid_train_sample_191934-v1_cv_valid_train_sample_191934;cv_valid_train_sample_191934-v1;cv_valid_train_sample_191934;SHOW ME SOME GRATITUDE;show me some gratitude;2
cv_valid_train_sample_191935-v1_cv_valid_train_sample_191935;cv_valid_train_sample_191935-v1;cv_valid_train_sample_191935;IT'S NOT EASY TO FIND THE PHILOSOPHER'S STONE SAID THE ENGLISHMAN;it's not easy to find the philosopher's stone said the englishman;2
cv_valid_train_sample_191936-v1_cv_valid_train_sample_191936;cv_valid_train_sample_191936-v1;cv_valid_train_sample_191936;TOMORROW SELL YOUR CAMEL AND BUY A HORSE;tomorrow sell your camel and buy a horse;2
cv_valid_train_sample_191937-v1_cv_valid_train_sample_191937;cv_valid_train_sample_191937-v1;cv_valid_train_sample_191937;MAYBE IT WAS BECAUSE THEY MOVED AROUND SO MUCH;maybe it was because they moved around so much;2
cv_valid_train_sample_191938-v1_cv_valid_train_sample_191938;cv_valid_train_sample_191938-v1;cv_valid_train_sample_191938;I THOUGHT YOU WERE CHASING ME;i thought you were chasing me;2
cv_valid_train_sample_191939-v1_cv_valid_train_sample_191939;cv_valid_train_sample_191939-v1;cv_valid_train_sample_191939;HIS EYES FILLED WITH TEARS AS HE SPOKE OF THE PROPHET;his eyes filled with tears as he spoke of the prophet;2
cv_valid_train_sample_191940-v1_cv_valid_train_sample_191940;cv_valid_train_sample_191940-v1;cv_valid_train_sample_191940;FORTUNATELY YOU CAN CONFIGURE CHROME TO SET UP A DEBUGGING SERVER;fortunately you can configure chrome to set up a debugging server;2
cv_valid_train_sample_191941-v1_cv_valid_train_sample_191941;cv_valid_train_sample_191941-v1;cv_valid_train_sample_191941;HE COULD SELL THE STONES AND BUY A RETURN TICKET;he could sell the stones and buy a return ticket;2
cv_valid_train_sample_191942-v1_cv_valid_train_sample_191942;cv_valid_train_sample_191942-v1;cv_valid_train_sample_191942;YOU'LL BE THE ONLY ONE WHO'LL SWIPE ANY OF IT;you'll be the only one who'll swipe any of it;2
cv_valid_train_sample_191943-v1_cv_valid_train_sample_191943;cv_valid_train_sample_191943-v1;cv_valid_train_sample_191943;OTHER SERVANTS MAINTAINED THE FIRES IN THE HOOKAHS;other servants maintained the fires in the hookahs;2
cv_valid_train_sample_191944-v1_cv_valid_train_sample_191944;cv_valid_train_sample_191944-v1;cv_valid_train_sample_191944;I WISHED I HAD A LIGHT TO SMOKE BY;i wished i had a light to smoke by;2
cv_valid_train_sample_191945-v1_cv_valid_train_sample_191945;cv_valid_train_sample_191945-v1;cv_valid_train_sample_191945;THE BOY AWOKE AS THE SUN ROSE;the boy awoke as the sun rose;2
cv_valid_train_sample_191946-v1_cv_valid_train_sample_191946;cv_valid_train_sample_191946-v1;cv_valid_train_sample_191946;NOT ALWAYS IN THIS WAY BUT I ALWAYS APPEAR IN ONE FORM OR ANOTHER;not always in this way but i always appear in one form or another;2
cv_valid_train_sample_191947-v1_cv_valid_train_sample_191947;cv_valid_train_sample_191947-v1;cv_valid_train_sample_191947;BUT HE DIDN'T NEED TO WORRY ABOUT THAT RIGHT NOW;but he didn't need to worry about that right now;2
cv_valid_train_sample_191948-v1_cv_valid_train_sample_191948;cv_valid_train_sample_191948-v1;cv_valid_train_sample_191948;EVERYTHING YOU NEED TO KNOW YOU HAVE LEARNED THROUGH YOUR JOURNEY;everything you need to know you have learned through your journey;2
cv_valid_train_sample_191949-v1_cv_valid_train_sample_191949;cv_valid_train_sample_191949-v1;cv_valid_train_sample_191949;AN ALCHEMIST SAID THE ALCHEMIST;an alchemist said the alchemist;2
cv_valid_train_sample_191950-v1_cv_valid_train_sample_191950;cv_valid_train_sample_191950-v1;cv_valid_train_sample_191950;THE WIND BEGAN TO PICK UP;the wind began to pick up;2
cv_valid_train_sample_191951-v1_cv_valid_train_sample_191951;cv_valid_train_sample_191951-v1;cv_valid_train_sample_191951;THE BOY APPROACHED HER TO ASK ABOUT THE ALCHEMIST;the boy approached her to ask about the alchemist;2
cv_valid_train_sample_191952-v1_cv_valid_train_sample_191952;cv_valid_train_sample_191952-v1;cv_valid_train_sample_191952;HE LEFT WITHOUT SAYING GOODBYE TO THE CRYSTAL MERCHANT;he left without saying goodbye to the crystal merchant;2
cv_valid_train_sample_191953-v1_cv_valid_train_sample_191953;cv_valid_train_sample_191953-v1;cv_valid_train_sample_191953;THE ENGLISHMAN WAS UNABLE TO SLEEP ONE NIGHT;the englishman was unable to sleep one night;2
cv_valid_train_sample_191954-v1_cv_valid_train_sample_191954;cv_valid_train_sample_191954-v1;cv_valid_train_sample_191954;DON'T SAY ANYTHING FATIMA INTERRUPTED;don't say anything fatima interrupted;2
cv_valid_train_sample_191955-v1_cv_valid_train_sample_191955;cv_valid_train_sample_191955-v1;cv_valid_train_sample_191955;WITH A BAG OF MARSHMALLOWS;with a bag of marshmallows;2
cv_valid_train_sample_191956-v1_cv_valid_train_sample_191956;cv_valid_train_sample_191956-v1;cv_valid_train_sample_191956;I DON'T BLAME YOU;i don't blame you;2
cv_valid_train_sample_191957-v1_cv_valid_train_sample_191957;cv_valid_train_sample_191957-v1;cv_valid_train_sample_191957;THEY PROVIDED WARNINGS ABOUT THIEVES AND BARBARIAN TRIBES;they provided warnings about thieves and barbarian tribes;2
cv_valid_train_sample_191958-v1_cv_valid_train_sample_191958;cv_valid_train_sample_191958-v1;cv_valid_train_sample_191958;BECAUSE I'VE ALWAYS HEARD ABOUT THEM THE BOY ANSWERED SAYING NOTHING ABOUT HIS DREAM;because i've always heard about them the boy answered saying nothing about his dream;2
cv_valid_train_sample_191959-v1_cv_valid_train_sample_191959;cv_valid_train_sample_191959-v1;cv_valid_train_sample_191959;I NEEDED IMMEDIATE ACCESS;i needed immediate access;2
cv_valid_train_sample_191960-v1_cv_valid_train_sample_191960;cv_valid_train_sample_191960-v1;cv_valid_train_sample_191960;I SAW A YOUNG MAN STANDING ON THE CYLINDER AND TRYING TO SCRAMBLE OUT OF THE HOLE AGAIN;i saw a young man standing on the cylinder and trying to scramble out of the hole again;2
cv_valid_train_sample_191961-v1_cv_valid_train_sample_191961;cv_valid_train_sample_191961-v1;cv_valid_train_sample_191961;I'M GOING TO THEM;i'm going to them;2
cv_valid_train_sample_191962-v1_cv_valid_train_sample_191962;cv_valid_train_sample_191962-v1;cv_valid_train_sample_191962;I JUST DON'T TRUST ANYONE WHO SAYS THEY'VE NEVER HAD HAMBURGER HELPER;i just don't trust anyone who says they've never had hamburger helper;2
cv_valid_train_sample_191963-v1_cv_valid_train_sample_191963;cv_valid_train_sample_191963-v1;cv_valid_train_sample_191963;SOME WENT AWAY WHILE I WAS THERE AND OTHER PEOPLE CAME;some went away while i was there and other people came;2
cv_valid_train_sample_191964-v1_cv_valid_train_sample_191964;cv_valid_train_sample_191964-v1;cv_valid_train_sample_191964;ONE IS LOVED BECAUSE ONE IS LOVED;one is loved because one is loved;2
cv_valid_train_sample_191965-v1_cv_valid_train_sample_191965;cv_valid_train_sample_191965-v1;cv_valid_train_sample_191965;AN HUGE HOLE HAD BEEN MADE BY THE IMPACT OF THE PROJECTILE;an huge hole had been made by the impact of the projectile;2
cv_valid_train_sample_191966-v1_cv_valid_train_sample_191966;cv_valid_train_sample_191966-v1;cv_valid_train_sample_191966;THE ALCHEMIST FOLLOWED AS THE BOY'S HORSE RAN FOR ALMOST HALF AN HOUR;the alchemist followed as the boy's horse ran for almost half an hour;2
cv_valid_train_sample_191967-v1_cv_valid_train_sample_191967;cv_valid_train_sample_191967-v1;cv_valid_train_sample_191967;I'M A WOMAN OF THE DESERT SHE SAID AVERTING HER FACE;i'm a woman of the desert she said averting her face;2
cv_valid_train_sample_191968-v1_cv_valid_train_sample_191968;cv_valid_train_sample_191968-v1;cv_valid_train_sample_191968;A BOY CAME RUNNING TOWARDS ME;a boy came running towards me;2
cv_valid_train_sample_191969-v1_cv_valid_train_sample_191969;cv_valid_train_sample_191969-v1;cv_valid_train_sample_191969;THE HAND THAT EVOKES LOVE AND CREATES A TWIN SOUL FOR EVERY PERSON IN THE WORLD;the hand that evokes love and creates a twin soul for every person in the world;2
cv_valid_train_sample_191970-v1_cv_valid_train_sample_191970;cv_valid_train_sample_191970-v1;cv_valid_train_sample_191970;WHAT'S THE IDEA HERE;what's the idea here;2
cv_valid_train_sample_191971-v1_cv_valid_train_sample_191971;cv_valid_train_sample_191971-v1;cv_valid_train_sample_191971;SCATTERED GROUPS OF PEOPLE WERE HURRYING FROM THE DIRECTION OF WOKING;scattered groups of people were hurrying from the direction of woking;2
cv_valid_train_sample_191972-v1_cv_valid_train_sample_191972;cv_valid_train_sample_191972-v1;cv_valid_train_sample_191972;STRANGE IMAGES PASSED THROUGH MY MIND;strange images passed through my mind;2
cv_valid_train_sample_191973-v1_cv_valid_train_sample_191973;cv_valid_train_sample_191973-v1;cv_valid_train_sample_191973;I NEED ONE MORE;i need one more;2
cv_valid_train_sample_191974-v1_cv_valid_train_sample_191974;cv_valid_train_sample_191974-v1;cv_valid_train_sample_191974;THE BOY NOTICED THAT THE OWNER OF THE BAR STOOD NEARBY LISTENING ATTENTIVELY TO THEIR CONVERSATION;the boy noticed that the owner of the bar stood nearby listening attentively to their conversation;2
cv_valid_train_sample_191975-v1_cv_valid_train_sample_191975;cv_valid_train_sample_191975-v1;cv_valid_train_sample_191975;THE JACKET HAD A PURPOSE AND SO DID THE BOY;the jacket had a purpose and so did the boy;2
cv_valid_train_sample_191976-v1_cv_valid_train_sample_191976;cv_valid_train_sample_191976-v1;cv_valid_train_sample_191976;HE TOLD FATIMA THAT AT THEIR NEXT MEETING;he told fatima that at their next meeting;2
cv_valid_train_sample_191977-v1_cv_valid_train_sample_191977;cv_valid_train_sample_191977-v1;cv_valid_train_sample_191977;I THINK THEY PERCEIVED THAT NOTHING WAS TO BE DONE AT THE MOMENT;i think they perceived that nothing was to be done at the moment;2
cv_valid_train_sample_191978-v1_cv_valid_train_sample_191978;cv_valid_train_sample_191978-v1;cv_valid_train_sample_191978;NO DOUBT THE IMPACT HAD CAUSED A FLASH OF FIRE;no doubt the impact had caused a flash of fire;2
cv_valid_train_sample_191979-v1_cv_valid_train_sample_191979;cv_valid_train_sample_191979-v1;cv_valid_train_sample_191979;HE HAS DONE SO MUCH GHOSTWRITING THAT HE STARTS TO FEEL LIKE A GHOST TOO;he has done so much ghostwriting that he starts to feel like a ghost too;2
cv_valid_train_sample_191980-v1_cv_valid_train_sample_191980;cv_valid_train_sample_191980-v1;cv_valid_train_sample_191980;BUT I LIKE IT THAT WAY;but i like it that way;2
